City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
293,Aguimes,27.9054,-15.4461,75.83,53,20,25.32,ES,2022-10-12 15:54:01
294,Tautira,-17.7333,-149.15,75.69,82,35,16.78,PF,2022-10-12 15:54:01
295,Pangnirtung,66.1451,-65.7125,21.2,68,40,5.75,CA,2022-10-12 15:54:01
296,Tuatapere,-46.1333,167.6833,45.23,73,100,0.72,NZ,2022-10-12 15:54:02
297,Tilichiki,60.4667,166.1,26.64,67,100,13.82,RU,2022-10-12 15:54:02
298,Matagalpa,12.9256,-85.9175,79.61,73,75,6.91,NI,2022-10-12 15:54:03
299,San Carlos De Bariloche,-41.1456,-71.3082,46.24,57,20,37.98,AR,2022-10-12 15:51:22
300,Timra,62.487,17.3257,47.68,76,0,8.05,SE,2022-10-12 15:54:03
301,Saiha,22.4833,92.9667,67.96,98,56,2.42,IN,2022-10-12 15:54:04
302,Georgetown,5.4112,100.3354,82.24,82,20,2.3,MY,2022-10-12 15:54:04
303,Port Hueneme,34.1478,-119.1951,71.06,90,75,10.36,US,2022-10-12 15:54:04
304,Saryg-Sep,51.5,95.6,39.94,51,88,1.83,RU,2022-10-12 15:54:05
305,Ishigaki,24.3448,124.1572,78.93,73,75,20.71,JP,2022-10-12 15:54:05
306,Lovozero,68.005,35.0117,40.84,79,100,9.13,RU,2022-10-12 15:54:06
307,Emerald,-23.5333,148.1667,62.35,73,0,11.99,AU,2022-10-12 15:54:06
308,Mugur-Aksy,50.35,90.5,32.65,48,98,5.59,RU,2022-10-12 15:54:06
309,Krasnoselkup,65.7,82.4667,33.06,92,86,11.27,RU,2022-10-12 15:54:07
310,Vanavara,60.34,102.2797,32.65,94,94,7.61,RU,2022-10-12 15:54:07
311,Hervey Bay,-25.2986,152.8535,62.02,89,2,8.01,AU,2022-10-12 15:51:11
312,Nagar Karnul,16.4821,78.3247,75.4,85,100,5.32,IN,2022-10-12 15:54:08
313,Gualeguaychu,-33.0094,-58.5172,81.64,15,11,10.0,AR,2022-10-12 15:51:03
314,Bubaque,11.2833,-15.8333,83.97,67,85,2.04,GW,2022-10-12 15:54:08
315,Altamont,42.2068,-121.7372,53.78,53,0,1.57,US,2022-10-12 15:54:09
316,Villarrica,-25.75,-56.4333,74.32,56,16,2.48,PY,2022-10-12 15:54:09
317,Vagur,61.4732,-6.8119,48.31,71,11,20.38,FO,2022-10-12 15:54:09
318,Ahome,25.9167,-109.1833,83.14,51,0,5.84,MX,2022-10-12 15:54:10
319,Geilo,60.5333,8.2076,45.39,77,100,7.61,NO,2022-10-12 15:54:10
320,Denpasar,-8.65,115.2167,80.26,88,20,2.3,ID,2022-10-12 15:49:38
321,Torbay,47.6666,-52.7314,55.89,66,75,12.66,CA,2022-10-12 15:54:11
322,Soyaux,45.65,0.2,68.23,79,75,4.61,FR,2022-10-12 15:55:11
323,Jiuquan,39.7432,98.5174,49.17,30,100,7.85,CN,2022-10-12 15:55:12
324,Presidencia Roque Saenz Pena,-26.7852,-60.4388,85.77,22,0,0.89,AR,2022-10-12 15:55:12
325,Aranos,-24.1333,19.1167,92.7,8,70,7.31,NA,2022-10-12 15:55:13
326,Venado Tuerto,-33.7456,-61.9688,84.63,12,1,13.38,AR,2022-10-12 15:55:13
327,Pringsewu,-5.3582,104.9744,74.35,96,99,3.18,ID,2022-10-12 15:55:14
328,Burnie,-41.0667,145.9167,57.94,94,100,16.78,AU,2022-10-12 15:55:14
329,Sao Felix Do Xingu,-6.6447,-51.995,94.51,33,53,2.66,BR,2022-10-12 15:55:14
330,Husavik,66.0449,-17.3389,42.21,71,100,7.11,IS,2022-10-12 15:55:15
331,Gigmoto,13.7796,124.39,79.79,83,100,2.91,PH,2022-10-12 15:55:15
332,Strezhevoy,60.7333,77.5889,40.14,75,97,9.15,RU,2022-10-12 15:55:16
333,Nakonde,-9.3421,32.745,71.17,31,67,11.83,ZM,2022-10-12 15:55:16
334,Inverell,-29.7833,151.1167,52.66,84,26,5.01,AU,2022-10-12 15:55:17
335,Paita,-5.0892,-81.1144,69.55,68,64,11.68,PE,2022-10-12 15:55:17
336,Andilamena,-17.0167,48.5833,58.57,90,1,6.87,MG,2022-10-12 15:53:05
337,Tutoia,-2.7619,-42.2744,88.43,52,76,14.56,BR,2022-10-12 15:55:18
338,Lasa,46.6166,10.7002,59.36,82,73,0.56,IT,2022-10-12 15:55:18
339,Elizabeth City,36.2946,-76.2511,75.02,67,25,6.93,US,2022-10-12 15:55:19
340,Palana,59.1167,159.9667,34.75,74,100,15.37,RU,2022-10-12 15:55:20
341,Nuevo Progreso,23.1667,-97.95,84.47,71,100,5.01,MX,2022-10-12 15:55:20
342,Norfolk,42.1668,-71.2495,73.02,53,0,5.75,US,2022-10-12 15:52:29
343,Mineiros,-17.5694,-52.5511,84.52,42,92,7.87,BR,2022-10-12 15:55:20
344,Tianpeng,30.9866,103.9393,59.47,83,100,3.04,CN,2022-10-12 15:55:21
345,Antofagasta,-23.65,-70.4,60.08,67,36,9.46,CL,2022-10-12 15:52:15
346,La Rioja,42.25,-2.5,65.98,60,36,6.62,ES,2022-10-12 15:55:22
347,Pag,44.445,15.0575,68.58,67,86,6.8,HR,2022-10-12 15:55:22
348,Nanortalik,60.1432,-45.2371,32.22,58,26,14.36,GL,2022-10-12 15:55:23
349,Labuan,5.2767,115.2417,80.96,78,20,5.99,MY,2022-10-12 15:55:23
350,Sovetskiy,61.3614,63.5842,39.92,91,95,4.83,RU,2022-10-12 15:55:24
351,La Ronge,55.1001,-105.2842,35.85,60,100,23.02,CA,2022-10-12 15:55:25
352,Arazede,40.2863,-8.65,80.47,63,1,11.95,PT,2022-10-12 15:55:25
353,Camacha,33.0833,-16.3333,69.22,78,40,18.41,PT,2022-10-12 15:55:26
354,Itarema,-2.9248,-39.9167,89.76,49,48,19.73,BR,2022-10-12 15:55:26
355,Salinas,36.6777,-121.6555,58.06,90,100,5.75,US,2022-10-12 15:52:03
356,Gat,31.61,34.7642,77.68,100,85,10.42,IL,2022-10-12 15:55:27
357,Lerwick,60.1545,-1.1494,50.0,77,100,19.39,GB,2022-10-12 15:55:27
358,Sorland,67.667,12.6934,46.26,77,98,20.13,NO,2022-10-12 15:55:28
359,Shingu,33.7333,135.9833,65.12,86,100,8.37,JP,2022-10-12 15:55:28
360,Itatskiy,56.07,89.0369,35.33,98,100,7.9,RU,2022-10-12 15:55:28
361,Huarmey,-10.0681,-78.1522,66.78,72,82,9.84,PE,2022-10-12 15:55:29
362,Kahului,20.8947,-156.47,78.82,77,40,3.44,US,2022-10-12 15:54:34
363,Bilibino,68.0546,166.4372,-5.35,99,88,4.05,RU,2022-10-12 15:55:29
364,Nam Dinh,20.4167,106.1667,71.4,65,43,3.36,VN,2022-10-12 15:50:51
365,Kavaratti,10.5669,72.642,81.66,74,17,6.6,IN,2022-10-12 15:55:30
366,Puksoozero,62.5903,40.6066,40.39,93,86,4.7,RU,2022-10-12 15:56:30
367,Cayenne,4.9333,-52.3333,89.64,62,100,11.5,GF,2022-10-12 15:56:31
368,Berlevag,70.8578,29.0864,46.4,87,100,27.02,NO,2022-10-12 15:56:31
369,Kaitangata,-46.2817,169.8464,37.63,91,24,5.37,NZ,2022-10-12 15:56:31
370,Hilo,19.7297,-155.09,82.27,75,12,1.41,US,2022-10-12 15:55:03
371,Saint Anthony,45.0205,-93.218,58.1,56,40,8.05,US,2022-10-12 15:56:32
372,Alice Springs,-23.7,133.8833,63.95,63,40,19.57,AU,2022-10-12 15:56:32
373,Zyryanka,65.75,150.85,8.22,95,100,2.77,RU,2022-10-12 15:56:33
374,Loa Janan,-0.583,117.095,73.69,94,95,2.77,ID,2022-10-12 15:56:34
375,Naze,28.3667,129.4833,74.32,74,87,15.37,JP,2022-10-12 15:56:34
376,Tocopilla,-22.092,-70.1979,64.38,65,8,6.49,CL,2022-10-12 15:56:35
377,Broken Hill,-31.95,141.4333,61.09,94,100,8.57,AU,2022-10-12 15:55:12
378,Hamilton,39.1834,-84.5333,69.06,76,20,13.8,US,2022-10-12 15:51:51
379,Penzance,50.1186,-5.5371,63.77,93,100,16.44,GB,2022-10-12 15:56:35
380,Nador,35.174,-2.9287,75.27,78,40,11.5,MA,2022-10-12 15:56:36
381,Kirakira,-10.4544,161.9205,78.33,83,13,4.76,SB,2022-10-12 15:56:36
382,Kokoda,-8.8785,147.7407,72.64,91,98,1.48,PG,2022-10-12 15:56:36
383,Ostrovnoy,68.0531,39.5131,43.2,86,85,22.17,RU,2022-10-12 15:56:37
384,Sao Paulo De Olivenca,-3.3783,-68.8725,79.57,92,97,3.71,BR,2022-10-12 15:56:37
385,Alofi,-19.0595,-169.9187,75.09,100,4,5.75,NU,2022-10-12 15:56:38
386,Talant,47.3369,5.0089,61.41,77,0,4.61,FR,2022-10-12 15:56:38
387,Nishihara,26.1842,127.7558,76.28,73,23,12.66,JP,2022-10-12 15:56:38
388,Kungurtug,50.5994,97.5228,31.98,59,24,3.4,RU,2022-10-12 15:56:39
389,Kargasok,59.0556,80.8572,38.23,88,96,11.21,RU,2022-10-12 15:56:39
390,Ulaanbaatar,47.9077,106.8832,26.73,68,0,0.0,MN,2022-10-12 15:56:40
391,Tete,-16.1564,33.5867,91.94,21,0,7.36,MZ,2022-10-12 15:56:40
392,Manzhouli,49.6,117.4333,37.62,57,43,6.33,CN,2022-10-12 15:56:41
393,Ankazobe,-18.3167,47.1167,67.87,35,0,14.05,MG,2022-10-12 15:56:41
394,Bela,25.9333,81.9833,78.28,72,54,4.5,IN,2022-10-12 15:56:41
395,Lorengau,-2.0226,147.2712,79.47,76,99,3.18,PG,2022-10-12 15:56:42
396,Andenes,69.3143,16.1194,40.93,81,75,12.66,NO,2022-10-12 15:56:42
397,Mesen,50.7658,2.8976,62.49,71,78,5.01,BE,2022-10-12 15:56:43
398,Ucluelet,48.9329,-125.5528,48.51,74,58,3.09,CA,2022-10-12 15:56:43
399,Harrison,30.4091,-89.0436,81.05,84,100,10.36,US,2022-10-12 15:56:44
400,Behbahan,30.5959,50.2417,87.13,13,0,12.01,IR,2022-10-12 15:56:44
401,Tiksi,71.6872,128.8694,17.73,88,97,8.88,RU,2022-10-12 15:56:44
402,Mogadishu,2.0371,45.3438,77.4,84,18,15.37,SO,2022-10-12 15:56:45
403,Vila,42.0304,-8.1588,67.69,62,29,5.48,PT,2022-10-12 15:56:45
404,Whitianga,-36.8333,175.7,55.18,87,100,4.27,NZ,2022-10-12 15:56:46
405,Shelburne,44.0787,-80.2041,60.76,66,100,15.82,CA,2022-10-12 15:56:46
406,Grand Gaube,-20.0064,57.6608,72.37,64,0,5.99,MU,2022-10-12 15:56:46
407,Rindal,63.0565,9.2124,45.57,73,94,3.38,NO,2022-10-12 15:56:47
408,Murdochville,48.9583,-65.5006,47.28,54,9,5.48,CA,2022-10-12 15:56:47
409,Ust-Omchug,61.15,149.6333,13.53,92,100,1.48,RU,2022-10-12 15:56:48
410,Sugar Land,29.6197,-95.6349,87.22,76,40,1.99,US,2022-10-12 15:53:48
411,San Cristobal Acasaguastlan,14.9167,-89.8833,80.15,76,89,0.09,GT,2022-10-12 15:56:48
412,Ilhabela,-23.7781,-45.3581,76.68,79,42,3.85,BR,2022-10-12 15:56:48
413,Gambiran,-6.7988,111.4951,76.19,81,86,5.75,ID,2022-10-12 15:57:49
414,Berberati,4.2612,15.7922,75.74,88,45,1.66,CF,2022-10-12 15:56:32
415,Gazanjyk,39.2446,55.5154,68.58,44,1,4.9,TM,2022-10-12 15:57:49
416,Yarkovo,57.4028,67.0786,42.4,72,13,5.28,RU,2022-10-12 15:57:50
417,Havoysund,70.9963,24.6622,46.63,81,94,30.62,NO,2022-10-12 15:57:50
418,Copperas Cove,31.1241,-97.9031,82.92,63,1,14.63,US,2022-10-12 15:57:51
419,Tortoli,39.9256,9.6572,68.38,87,99,5.7,IT,2022-10-12 15:57:51
420,Benguela,-12.5763,13.4055,77.18,71,21,7.78,AO,2022-10-12 15:57:51
421,Bima,-8.4667,118.7167,77.38,87,82,5.01,ID,2022-10-12 15:57:52
422,Manassas Park,38.784,-77.4697,68.59,66,49,4.0,US,2022-10-12 15:57:52
423,San Rafael,-34.6177,-68.3301,70.66,22,31,4.47,AR,2022-10-12 15:55:27
424,Klaksvik,62.2266,-6.589,49.12,74,9,21.99,FO,2022-10-12 15:57:53
425,Biggar,55.6167,-3.5167,53.38,86,55,11.81,GB,2022-10-12 15:57:53
426,Ca Mau,9.1769,105.15,75.11,93,100,4.09,VN,2022-10-12 15:57:54
427,Panguna,-6.3164,155.4848,68.32,95,93,1.16,PG,2022-10-12 15:57:54
428,Pucallpa,-8.3791,-74.5539,89.64,58,20,8.05,PE,2022-10-12 15:57:55
429,Acapulco,16.8634,-99.8901,82.08,77,93,2.24,MX,2022-10-12 15:57:55
430,Margate,51.3813,1.3862,61.3,75,49,4.0,GB,2022-10-12 15:57:55
431,Port Augusta,-32.5,137.7667,53.31,93,100,8.32,AU,2022-10-12 15:57:56
432,Mora,11.0461,14.1401,80.64,67,82,9.84,CM,2022-10-12 15:57:56
433,Celestun,20.8667,-90.4,83.26,73,96,5.61,MX,2022-10-12 15:57:57
434,Termiz,37.2242,67.2783,62.69,34,0,0.0,UZ,2022-10-12 15:57:57
435,Rio Gallegos,-51.6226,-69.2181,44.65,36,75,37.98,AR,2022-10-12 15:57:57
436,Guadalupe,25.6833,-100.25,78.21,72,8,2.46,MX,2022-10-12 15:56:47
437,Lima,-12.0432,-77.0282,65.89,74,100,8.05,PE,2022-10-12 15:56:42
438,Fuzhou,26.0614,119.3061,71.49,68,94,5.82,CN,2022-10-12 15:57:58
439,Narsaq,60.9167,-46.05,25.21,61,16,4.16,GL,2022-10-12 15:57:58
440,Chimbote,-9.0853,-78.5783,66.07,73,64,9.73,PE,2022-10-12 15:55:05
441,Ambagarh Chauki,20.7833,80.7167,72.21,93,33,1.14,IN,2022-10-12 15:57:59
442,Mgandu,-5.95,34.1333,73.38,24,19,7.29,TZ,2022-10-12 15:57:59
443,Lesosibirsk,58.2358,92.4828,37.36,89,100,7.49,RU,2022-10-12 15:58:00
444,Ponta Delgada,37.7333,-25.6667,74.12,64,75,5.75,PT,2022-10-12 15:58:00
445,Bissau,11.8636,-15.5977,89.71,58,20,6.91,GW,2022-10-12 15:58:01
446,Harsin,34.2721,47.5861,70.61,16,0,2.3,IR,2022-10-12 15:58:01
447,Turayf,31.6725,38.6637,82.65,20,0,6.91,SA,2022-10-12 15:58:02
448,Fort Nelson,58.8053,-122.7002,33.39,59,75,2.3,CA,2022-10-12 15:58:02
449,Pacocha,-17.5833,-71.3333,60.94,77,100,9.22,PE,2022-10-12 15:58:02
450,Auki,-8.7676,160.7034,75.85,86,76,4.09,SB,2022-10-12 15:58:03
451,Buchanan,5.8808,-10.0467,78.51,82,100,4.56,LR,2022-10-12 15:58:03
452,Santa,17.486,120.4348,74.75,94,100,5.88,PH,2022-10-12 15:58:03
453,Zanjan,36.6736,48.4787,64.09,36,0,11.5,IR,2022-10-12 15:58:04
454,Aban,56.67,96.06,38.5,92,100,7.34,RU,2022-10-12 15:58:04
455,Marshfield,44.6689,-90.1718,47.44,80,100,13.76,US,2022-10-12 15:55:24
456,Pingyi,35.5006,117.6308,53.11,65,75,5.41,CN,2022-10-12 15:58:05
457,Ozernovskiy,51.5,156.5167,45.82,94,100,39.48,RU,2022-10-12 15:58:05
458,Ilo,-17.6394,-71.3375,61.66,77,100,9.22,PE,2022-10-12 15:58:06
459,Tambacounda,13.7539,-13.7586,96.85,49,20,6.91,SN,2022-10-12 15:58:07
460,Dickinson,29.4608,-95.0513,87.17,78,0,1.01,US,2022-10-12 15:59:07
461,Daman,20.4167,72.85,80.96,81,100,4.76,IN,2022-10-12 15:59:07
462,Jinxiang,27.4327,120.6062,66.0,67,93,12.44,CN,2022-10-12 15:59:08
463,General Roca,-39.0333,-67.5833,66.54,23,100,31.03,AR,2022-10-12 15:59:08
464,Geraldton,-28.7667,114.6,50.41,76,0,9.22,AU,2022-10-12 15:59:09
465,Matara,5.9485,80.5353,77.63,89,100,8.52,LK,2022-10-12 15:59:09
466,Lodja,-3.4833,23.4333,74.26,80,96,2.82,CD,2022-10-12 15:59:09
467,Port-Gentil,-0.7193,8.7815,84.16,70,20,13.8,GA,2022-10-12 15:59:10
468,Viseu,40.661,-7.9097,79.74,32,1,1.7,PT,2022-10-12 15:59:10
469,Goure,13.9835,10.2704,96.51,16,8,16.75,NE,2022-10-12 15:59:11
470,Mbale,1.0821,34.175,70.68,74,62,6.31,UG,2022-10-12 15:59:11
471,Haines Junction,60.7522,-137.5108,33.75,75,100,4.61,CA,2022-10-12 15:59:11
472,Fenoarivo,-18.933,47.4354,66.27,52,20,12.66,MG,2022-10-12 15:59:12
473,Troyes,48.3333,4.0833,65.17,68,20,4.61,FR,2022-10-12 15:59:13
474,Filingue,14.3521,3.3168,100.29,11,1,13.58,NE,2022-10-12 15:59:13
475,Punta Ocote,15.2,-87.2833,75.0,88,40,4.61,HN,2022-10-12 15:59:14
476,Oinoi,38.3235,23.6101,72.12,53,30,7.0,GR,2022-10-12 15:59:14
477,Banes,20.9625,-75.7186,87.31,60,87,14.52,CU,2022-10-12 15:59:14
478,Wajid,3.8093,43.2471,85.91,40,100,12.86,SO,2022-10-12 15:59:15
479,Smolensk,55.0,33.0,46.81,70,96,5.77,RU,2022-10-12 15:59:15
480,Calama,-22.4667,-68.9333,64.89,7,0,6.91,CL,2022-10-12 15:59:16
481,Karasjok,69.4719,25.5112,38.34,78,78,24.79,NO,2022-10-12 15:59:16
482,Cherskiy,68.75,161.3,3.15,93,49,6.46,RU,2022-10-12 15:59:16
483,Ust-Kuyga,70.0167,135.6,-2.13,99,22,5.39,RU,2022-10-12 15:59:17
484,Shache,38.4167,77.2406,64.71,17,0,6.78,CN,2022-10-12 15:59:17
485,Mandurah,-32.55,115.7,49.23,70,0,10.04,AU,2022-10-12 15:59:18
486,Hasaki,35.7333,140.8333,70.21,65,100,20.78,JP,2022-10-12 15:59:18
487,Methoni,36.8197,21.7049,75.06,71,21,6.69,GR,2022-10-12 15:59:19
488,Ashukino,56.16,37.95,42.76,92,88,4.05,RU,2022-10-12 15:59:19
489,Trinidad,-14.8333,-64.9,80.58,61,75,4.61,BO,2022-10-12 15:59:19
490,Vestmanna,62.1564,-7.1664,47.32,71,20,14.97,FO,2022-10-12 15:59:20
491,Ekangala,-25.6962,28.7492,86.31,21,19,16.06,ZA,2022-10-12 15:59:20
492,Terrace Bay,48.7834,-87.1,51.87,98,100,18.5,CA,2022-10-12 15:59:21
493,Saint-Joseph,-21.3667,55.6167,71.98,71,14,11.63,RE,2022-10-12 15:56:58
494,Oytal,42.9057,73.2697,59.81,17,0,4.83,KZ,2022-10-12 15:59:21
495,Kholmskaya,44.846,38.389,53.22,71,81,4.88,RU,2022-10-12 15:59:22
496,Labuhan,-6.8844,112.2051,78.51,79,54,7.16,ID,2022-10-12 15:59:22
497,Palmer,42.1584,-72.3287,70.34,54,60,1.01,US,2022-10-12 15:56:52
498,Port Pirie,-33.1833,138.0167,53.46,95,100,3.38,AU,2022-10-12 15:59:22
499,Krechevitsy,58.617,31.401,44.17,79,19,5.37,RU,2022-10-12 15:59:23
500,Ofaqim,31.3141,34.6203,74.71,62,95,11.79,IL,2022-10-12 15:59:23
501,Aleksandrow Kujawski,52.8766,18.6935,55.38,86,40,2.01,PL,2022-10-12 15:59:24
502,Karratha,-20.7377,116.8463,74.91,18,95,20.15,AU,2022-10-12 15:59:25
503,Lewistown,40.5992,-77.5714,66.15,59,0,5.75,US,2022-10-12 15:59:25
504,Maragogi,-9.0122,-35.2225,81.37,61,100,12.01,BR,2022-10-12 15:59:26
505,Kalabo,-14.97,22.6814,90.63,15,85,6.69,ZM,2022-10-12 15:59:26
506,Nipawin,53.3668,-104.0009,37.44,60,100,19.57,CA,2022-10-12 15:59:27
507,Beringovskiy,63.05,179.3167,29.08,60,5,1.79,RU,2022-10-12 15:59:27
508,Limon,10.0,-83.0333,80.06,69,100,8.88,CR,2022-10-12 16:00:29
509,Inverness,57.4791,-4.224,54.79,68,40,10.36,GB,2022-10-12 16:00:30
510,Coos Bay,43.3665,-124.2179,59.94,62,17,3.33,US,2022-10-12 15:57:08
511,Lyuban,52.7985,28.0048,50.95,60,98,5.79,BY,2022-10-12 16:00:31
512,Sept-Iles,50.2001,-66.3821,50.05,74,75,6.91,CA,2022-10-12 15:55:40
513,Campoverde,-8.4753,-74.8058,96.33,36,75,4.79,PE,2022-10-12 16:00:31
514,Arlit,18.7369,7.3853,98.13,9,0,6.58,NE,2022-10-12 16:00:32
515,Colombia,20.9881,-77.4297,88.21,57,99,11.95,CU,2022-10-12 16:00:32
516,Umm Kaddadah,13.6017,26.6876,94.17,18,94,13.18,SD,2022-10-12 16:00:33
517,Kamaishi,39.2667,141.8833,59.4,72,100,5.91,JP,2022-10-12 16:00:33
518,Zhezkazgan,47.8043,67.7144,53.76,21,100,9.17,KZ,2022-10-12 16:00:33
519,Lappeenranta,61.0587,28.1887,42.85,75,0,5.75,FI,2022-10-12 16:00:34
520,Ushtobe,45.2514,77.9838,52.74,28,2,8.86,KZ,2022-10-12 16:00:34
521,Quelimane,-17.8786,36.8883,76.75,74,0,9.06,MZ,2022-10-12 16:00:35
522,Ranong,9.9658,98.6348,77.77,83,83,1.59,TH,2022-10-12 16:00:35
523,Songadh,21.1667,73.5667,79.27,79,100,1.79,IN,2022-10-12 16:00:36
524,Ust-Maya,60.4167,134.5333,22.06,95,56,2.55,RU,2022-10-12 16:00:37
525,Brae,60.3964,-1.353,50.2,77,99,18.61,GB,2022-10-12 16:00:38
526,Champerico,14.3,-91.9167,81.64,79,92,2.84,GT,2022-10-12 16:00:38
527,Chaman,30.9236,66.4512,64.74,8,0,2.98,PK,2022-10-12 16:00:20
528,Staraya Russa,57.9944,31.3608,44.19,78,9,5.39,RU,2022-10-12 16:00:39
529,Springbok,-29.6643,17.8865,82.85,23,97,12.46,ZA,2022-10-12 16:00:39
530,Santa Cruz,-17.8,-63.1667,69.1,64,89,2.68,BO,2022-10-12 16:00:40
531,Zhanakorgan,43.9098,67.2495,59.72,17,43,5.59,KZ,2022-10-12 16:00:40
532,Verkhoyansk,67.5447,133.385,-2.07,100,77,1.43,RU,2022-10-12 16:00:41
533,Kaspiyskiy,45.3929,47.3707,59.32,59,91,12.8,RU,2022-10-12 16:00:41
534,Najran,17.4924,44.1277,77.0,17,0,9.73,SA,2022-10-12 16:00:22
535,Caete,-19.88,-43.6697,87.35,22,20,7.63,BR,2022-10-12 16:00:42
536,Mangrol,21.1167,70.1167,83.14,73,71,3.71,IN,2022-10-12 16:00:43
537,Svarstad,59.399,9.9698,53.71,50,80,1.99,NO,2022-10-12 16:00:44
538,Mandali,33.7499,45.5541,81.45,17,0,8.97,IQ,2022-10-12 16:00:44
539,Oliveira Dos Brejinhos,-12.3169,-42.8961,94.84,17,3,8.57,BR,2022-10-12 16:00:44
540,Waitati,-45.75,170.5667,45.81,87,100,5.5,NZ,2022-10-12 16:00:45
541,Kota Belud,6.351,116.4305,77.47,86,100,10.6,MY,2022-10-12 16:00:46
542,Irituia,-1.7711,-47.4381,95.92,37,43,4.85,BR,2022-10-12 16:00:46
543,Kizner,56.2749,51.508,51.44,80,99,3.85,RU,2022-10-12 16:00:46
544,Haapiti,-17.5667,-149.8667,73.13,77,4,15.97,PF,2022-10-12 16:00:47
545,Alta Floresta,-9.8756,-56.0861,85.14,52,98,3.69,BR,2022-10-12 16:00:15
546,Belaya Gora,68.5333,146.4167,8.46,86,52,1.7,RU,2022-10-12 16:00:47
547,Khvastovichi,53.4694,35.0941,43.77,88,24,6.06,RU,2022-10-12 16:00:48
548,Atambua,-9.1061,124.8925,75.54,86,99,3.58,ID,2022-10-12 16:00:48
549,Namikupa,-10.8333,39.6,75.56,59,13,8.43,TZ,2022-10-12 16:00:49
550,Opochka,56.7105,28.6617,44.04,78,17,4.52,RU,2022-10-12 16:00:49
551,Ambanja,-13.6833,48.45,74.16,68,8,3.56,MG,2022-10-12 16:00:50
552,Griffith,41.5284,-87.4237,62.26,91,100,16.11,US,2022-10-12 16:00:50
553,Bulgan,48.8125,103.5347,33.39,67,11,4.38,MN,2022-10-12 16:00:51
554,Bambanglipuro,-7.95,110.2833,76.3,89,31,4.59,ID,2022-10-12 16:00:51
555,Sebina,-20.8667,27.25,86.76,8,0,11.99,BW,2022-10-12 16:00:52
556,Moose Factory,51.2585,-80.6094,61.32,70,58,11.41,CA,2022-10-12 16:01:52
557,Hami,42.8,93.45,51.42,45,90,4.92,CN,2022-10-12 16:01:53
558,Tarboro,35.8968,-77.5358,75.09,60,0,0.0,US,2022-10-12 16:01:53
559,Gorgan,36.8387,54.4348,71.56,68,75,6.91,IR,2022-10-12 16:01:53
560,Talnakh,69.4865,88.3972,25.74,94,33,8.14,RU,2022-10-12 16:01:54
561,San Quintin,30.4833,-115.95,68.04,78,99,7.83,MX,2022-10-12 16:01:54
562,Hambantota,6.1241,81.1185,79.14,89,40,2.3,LK,2022-10-12 16:01:55
563,Praia Da Vitoria,38.7333,-27.0667,75.76,81,17,8.66,PT,2022-10-12 16:01:55
564,Fort-De-France,14.6089,-61.0733,87.75,70,40,16.11,MQ,2022-10-12 16:00:12
565,Natchitoches,31.7668,-93.1335,79.65,78,100,5.75,US,2022-10-12 16:01:55
566,Lamu,-2.2717,40.902,77.22,79,4,14.23,KE,2022-10-12 16:01:56
567,Santiago Del Estero,-27.7951,-64.2615,83.21,15,3,10.56,AR,2022-10-12 15:57:59
568,Nekrasovka,48.3525,135.2325,37.42,64,0,4.47,RU,2022-10-12 16:01:56
569,Yaan,7.3833,8.5667,81.14,79,93,2.06,NG,2022-10-12 16:01:57
570,Hoyanger,61.2204,6.0749,45.48,90,100,6.04,NO,2022-10-12 16:01:57
571,Bumba,2.1833,22.4667,80.29,70,93,3.06,CD,2022-10-12 16:01:58
